OBJECTID,DescSeg,TipoPNV,CODIGO
276,ENTR. ELEV. RUFINO PIZARRO (RAMPA DE ACESSO AO C. DE SAO CRISTOVAO) - ENTR. BR-040/101 (AV.BRASIL),Duplicada,071ERJ0010
277,ENTR RJ-071 - ENTR BR-101(B) (ACESSO PONTE RIO-NITERÓI),Duplicada,040BRJ1050
278,ENTR RJ-087 (VIADUTO DE MANGUINHOS) - ENTR RJ-071 (LINHA VERMELHA),Duplicada,040BRJ1010
279,ENTR RJ-071 (LINHA VERMELHA) - ENTR RJ-071,Duplicada,040BRJ1030
280,ENTR BR-101(B) (ACESSO PONTE RIO-NITERÓI) - GASÔMETRO (RODOVIÁRIA),Duplicada,040BRJ1070
281,ACESSO PONTE PRESIDENTE COSTA E SILVA - ACESSO ELEVADO DA PERIMETRAL,Pavimentada,101BRJ9020
282,AVENIDA RODRIGUES ALVES (RIO) - ACESSO PONTE PRESIDENTE COSTA E SILVA,Pavimentada,101BRJ9010
283,ENTR. PTE. OSWALDO CRUZ (ANTIGA RJ-087 L. AMARELA) - ENTR. AV. BRIGADEIRO TROMPOWSKY,Duplicada,071ERJ0030
284,KM 12.4 (CEMITERIO PARQUE DA COLINA) - ENTR. RJ-102 (CURVA DA MORTE-PIRATININGA),Duplicada,100ERJ0070
285,KM 3.2 (CENTRO INTEGRADO EDUARDO UCHOA) - ENTR. RJ-104 (BALDEADOR),Pavimentada,100ERJ0030
286,ENTR. BR-101(RAMPA DE ACESSO A PONTE PRESIDENTE COSTA E SILVA) - ENTR. RJ-100 ( BALDEADOR),Duplicada,104ERJ0010
287,DIVISA NITEROI/SAO GONCALO - ENTR. RJ-106 (TRIBOBO),Duplicada,104ERJ0031
288,AVENIDA JANSEN DE MELO (NITERÓI) - ACESSO PONTE PRESIDENTE COSTA E SILVA,Pavimentada,101BRJ9050
289,PONTE PRESIDENTE COSTA E SILVA - ACESSO AVENIDA FELICIANO SODRÉ,Pavimentada,101BRJ9070
290,ENTR RJ-154 (P/NOSSA SENHORA DA APARECIDA) - ENTR RJ-156 (P/VOLTA DO PIÃO),Pavimentada,116BRJ1510
291,DIVISA SUMIDOURO/TERESOPOLIS - VOLTA DO PIAO (CD),Leito Natural,156ERJ0020
292,VOLTA DO PIAO (CD) - ENTR. BR-116,Pavimentada,156ERJ0030
293,DIVISA SUMIDOURO/SAPUCAIA - ENTR. BR-116 (PARA DIVISA RJ/MG),Leito Natural,154ERJ0030
294,ENTR RJ-154 (P/SUMIDOURO) - ENTR RJ-154 (P/NOSSA SENHORA DA APARECIDA),Pavimentada,116BRJ1490
295,ENTR. BR-116 (PARA TERESOPOLIS) - N.S. APARECIDA (CD),Pavimentada,154ERJ0070
296,CACHOEIRAS DE MACACU (CD) - DIVISA CACHOEIRAS DE MACACU/NOVA FRIBURGO,Pavimentada,116ERJ0090
297,ENTR. RJ-122 (SETENTA) - CACHOEIRAS DE MACACU (CD),Pavimentada,116ERJ0080
298,DIVISA CACHOEIRAS DE MACACU/NOVA FRIBURGO - ENTR. RJ-142 (MURI),Pavimentada,116ERJ0100
299,ENTR. RJ-142 (MURI) - VIADUTO DO EIXO RODOVIARIO (NOVA FRIBURGO-CD),Pavimentada,116ERJ0110
300,DIVISA NOVA FRIBURGO/DUAS BARRAS - ENTR. RJ-152 (PARA DUAS BARRAS-CD),Pavimentada,148ERJ0030
301,LIGAÇÃO RIO DO PIRES (BA) - IBIAJARA,,Lig301
302,ENTR. BR-459 - SANTA RITA DE CALDAS,Pavimentada,455EMG0100
303,ENTR. P/SÃO FRANCISCO DE SALES - ENTR. BR-497 (ITARUMA),Pavimentada,255EMG0280
304,ACESSO A GURINHATÃ - FIM DA IMPLANTAÇÃO - ENTR BR-365(A),Leito Natural,364BMG0350
305,ENTR BR-364(B) - ACESSO HONORÓPOLIS,Pavimentada,497BMG0052
306,ENTR BR-364(A) (CRUCILÂNDIA) - ENTR BR-497(A),Implantada,154BMG0115
307,ACESSO GURINHATA,,AC307
308,ACESSO HONORÓPOLIS - ENTR BR-461/MG-255/426 (ITURAMA),Pavimentada,497BMG0055
309,ACESSO ITURAMA,,AC309
310,ENTR. RJ-137 (CONSERVATORIA-CD) - FIM DO PAVIMENTO,Pavimentada,143ERJ0075
311,ENTR. RJ-143 (CONSERVATORIA-CD) - ENTR. RJ-143 (CONSERVATORIA-CD),Pavimentada,137ERJ0120
312,ENTR. BR-393 - ENTR. RJ-145,Pavimentada,137ERJ0075
313,KM 10.8 - ENTR. RJ-145 (BARRA DO PIRAI-CD),Pavimentada,137ERJ0050
314,ENTR. RJ-145 (BARRA DO PIRAI-CD) - ENTR. BR-393,Pavimentada,137ERJ0070
315,RIO PRETO - RIO PRETO (DIVISA MG/RJ),Pavimentada,353EMG0485
316,,,Lig316
317,ENTR. RJ-151 - LIG.RJ-147Di (DIVISA RJ/MG),Pavimentada,147ERJ0050
318,ENTR. RJ-129 (FERREIROS) - INICIO DO PAVIMENTO,Leito Natural,115ERJ0150
319,KM 3.0 (FIM DO PAVIMENTO) - ENTR. RJ-121 SACRA FAMILIA DO TINGUA,Leito Natural,129ERJ0030
320,D. ENG. PAULO DE FRONTIN/VASSOURAS - ENTR. RJ-115 (VASSOURAS-CD),Pavimentada,121ERJ0110
321,ENTR. RJ-133 (MENDES-CD) - ENTR. RJ-137 (PONTE DO ROCHA),Pavimentada,127ERJ0070
322,ENTR. RJ-137 (PONTE DO ROCHA) - ENTR. BR-393,Pavimentada,127ERJ0090
323,ENTR. RJ-127(MENDES-CD) - ENGENHEIRO MORSING (CD),Pavimentada,133ERJ0010
324,ENTR. RJ-127 (PONTE DO ROCHA) - DIVISA VASSOURAS/BARRA DO PIRAI,Leito Natural,137ERJ0010
325,DIVISA VASSOURAS/VALENCA - ENTR. RJ-143 (BARAO DE JUPARANA),Pavimentada,115ERJ0230
326,ENTR. RJ-115 (BARAO DE JUPARANA) - ENTR. RJ-145 (PARA VALENCA (CD)),Implantada,143ERJ0010
327,ENTR. RJ-145 (PARA VALENCA (CD)) - ENTR. RJ-145 (PARA BARRA DO PIRAI),Pavimentada,143ERJ0030
328,ENTR. BR-393 (VASSOURAS-CD) - DIVISA VASSOURAS/VALENCA,Pavimentada,115ERJ0210
329,ACESSO VASSOURA,,AC329
330,INICIO DO PAVIMENTO - ENTR. RJ-121 (VASSOURAS-CD),Pavimentada,115ERJ0170
331,ENTR. RJ-121 (VASSOURAS-CD) - ENTR. BR-393 (VASSOURAS-CD),Pavimentada,115ERJ0190
332,ENTR. RJ-129 (SACRA FAMILIA DO TIMGUA P/ENG. P. DE FRONTIN-CD - D. ENG. PAULO DE FRONTIN/VASSOURAS,Pavimentada,121ERJ0090
333,DIVISA VASSOURAS/ENG. PAULO DE FRONTIN - ENTR. RJ-129 (P/FERREIROS),Pavimentada,121ERJ0050
334,ENTR. RJ-121 - DIVISA ENG. PAULO DE FRONTIN/VASSOURAS,Leito Natural,129ERJ0070
335,DIVISA ENG. PAULO DE FRONTIN/VASSOURAS - ENTR. RJ-115 (FERREIROS),Leito Natural,129ERJ0090
336,ENTR. RJ-129 (P/FERREIROS) - ENTR. RJ-129 (SACRA FAMILIA DO TIMGUA P/ENG. P. DE FRONTIN-CD,Pavimentada,121ERJ0070
337,CONRADO - ARCADIA,Pavimentada,125ERJ0160
338,DIVISA MIGUEL PEREIRA/VASSOURAS - DIVISA VASSOURAS/ENG. PAULO DE FRONTIN,Pavimentada,121ERJ0030
339,ENTR. RJ-145 (MANOEL DUARTE) - DIVISA RIO DAS FLORES/VALENCA,Leito Natural,151ERJ0070
340,DIVISA VALENCA/RIO DAS FLORES - ENTR. RJ-115 (TABOAS),Pavimentada,145ERJ0270
341,ENTR. RJ-135 (RIO DAS FLORES) - ENTR. RJ-151 (MANUEL DUARTE),Pavimentada,145ERJ0310
342,ENTR. RJ-145 (VALENCA-CD) - PENTAGNA,Pavimentada,147ERJ0010
343,ENTR. RJ-147 (VALENCA-CD) - DIVISA VALENCA/RIO DAS FLORES,Pavimentada,145ERJ0250
344,ACESSO VALENCA,,AC344
345,DIVISA VALENCA/RIO DAS FLORES - ENTR. RJ-145 (TABOAS),Leito Natural,115ERJ0260
346,ENTR. RJ-115 (TABOAS) - ENTR. RJ-135 (RIO DAS FLORES),Pavimentada,145ERJ0290
347,INICIO DO PAVIMENTO - ENTR. RJ-145 (RIO DAS FLORES-CD),Pavimentada,135ERJ0020
348,LINHA AMARELA - VIA URBANA RIO DE JANEIRO,,Lin348
349,AUTO ESTRADA LAGOA BARRA (SÃO CONRADO),Duplicada,071MRJ0110
350,ENTR BR-116(B)/101(A) (TREVO DAS MISSÕES) - ENTR RJ-087 (VIADUTO DE MANGUINHOS),Duplicada,040BRJ1000
351,DIVISA RIO DE JANEIRO/S. JOAO DE MERITI/NILOPOLIS - DIVISA SAO JOAO DE MERITI/NILOPOLIS/NOVA IGUACU,Duplicada,081ERJ0070
352,ENTR. RJ-085 - ENTR. BR-116,Duplicada,083ERJ0030
353,ENTR BR-101(B) (TREVO DAS MARGARIDAS) - ENTR RJ-083,Duplicada,116BRJ1790
354,WASHINGTON LUÍS - DUQUES (ACESSO DUQUES),Pavimentada,040BRJ9010
355,ENTR. RJ-083 - DIVISA RIO DE JANEIRO/SAOJOAO DE MERITI (ENTR. RJ-081),Pavimentada,085ERJ0010
356,ENTR. BR-101 - ENTR. RJ-101/081,Pavimentada,101MRJ0010
357,ENTR RJ-107 (IMBARIÊ) - ENTR BR-040(A)/493(B)/RJ-109,Duplicada,116BRJ1690
358,FNM (ENTR PISTA DIRETA) - BELVEDERE (ENTR PISTA DIRETA),Pavimentada,040BRJ9510
359,ENTR. AV BRIGADEIRO TROMPOWSKY - ENTR. BR-040/116/RJ-081,Duplicada,071ERJ0040
360,ENTR. BR-040/116/RJ-071 - ENTR. RJ-101,Duplicada,081ERJ0010
361,AUTO ESTRADA LAGOA BARRA ( ALVORADA - RECREIO),Duplicada,071MRJ0210
362,ENTR. RJ-087 - ENTR. RJ-089,Duplicada,075ERJ0010
363,ENTR. RJ-075 - ENTR. MRJ-071 (AV. DAS AMERICAS),Duplicada,089ERJ0130
364,ENTR. ESTRADA DO RIO DO PAU (B) - DIVISA RIO DE JANEIRO/S. JOAO DE MERITI/NILOPOLIS,Duplicada,081ERJ0065
365,AUTO ESTRADA LAGOA BARRA (TUNEL DO JOÁ),Duplicada,071MRJ0130
366,ENTR. MRJ-071 (AV. DAS AMERICAS) - AV.SERNAMBETIBA,Duplicada,087ERJ0130
367,AUTO ESTRADA LAGOA BARRA ( BARRA ATÉ ALVORADA),Duplicada,071MRJ0190
368,ENTR. LINHA AMARELA - ENTR. RJ-075,Duplicada,087ERJ0090
369,ENTR. RJ-075 - ENTR. MRJ-071 (AV. DAS AMERICAS),Duplicada,087ERJ0110
370,AUTO ESTRADA LAGOA BARRA ( JOÁ - CANAL DA BARRA),Duplicada,071MRJ0150
371,ENTR. BR-101 - ENTR. RJ-085,Duplicada,083ERJ0010
372,ENTR BR-040(B)/116(A) (TREVO DAS MISSÕES) - ENTR RJ-101 (PARADA DE LUCAS),Duplicada,101BRJ3190
373,ENTR RJ-101 (PARADA DE LUCAS) - ENTR BR-116(B) (P/SÃO PAULO),Duplicada,101BRJ3200
374,ENTR RJ-103 - ENTR RJ-071/081 (LINHA VERMELHA),Duplicada,040BRJ0990
375,ENTR. RJ-105 (P/BR-040) - ENTR. RJ-105 ( P/BELFORD ROXO),Pavimentada,085ERJ0090
376,ENTR. RJ-111 (VILA CAVA ) - FIM DO PAVIMENTO,Pavimentada,113ERJ0010
377,ENTR. RJ-113 (CAVA) - ENTR. RJ-115 (TINGUA-CD),Pavimentada,111ERJ0050
378,ENTR RJ-085 (SÃO JOÃO DO MERITI) - ENTR RJ-103 (COELHO DA ROCHA),Duplicada,116BRJ1810
379,ENTR BR-116(A)/493/RJ-109 - ENTR RJ-105,Duplicada,040BRJ0950
380,DIVISA NOVA IGUACU/DUQUE DE CAXIAS (ENTR. RJ-109) - ENTR. RJ-115 (XEREM),Implantada,085ERJ0150
381,ENTR RJ-105 (P/NOVA IGUAÇU) - ENTR RJ-111,Duplicada,116BRJ1850
382,ENTR. BR-116 - VIADUTO ROBERTO SILVEIRA (NOVA IGUACU-CD),Pavimentada,105ERJ0110
383,ENTR. RJ-109 - ENTR. RJ-113 (CAVA),Pavimentada,111ERJ0030
384,VIADUTO ROBERTO SILVEIRA (NOVA IGUACU-CD) - ENTR. RJ-091,Pavimentada,105ERJ0130
385,ENTR. BR-116 (NOVA IGUACU) - ENTR. RJ-109,Pavimentada,111ERJ0010
386,DIVISA BELFORD ROXO/NOVA IGUACU - ENTR. BR-116,Pavimentada,105ERJ0100
387,DIVISA SAO JOAO DE MERITI/NILOPOLIS/NOVA IGUACU - ENTR. AV. TANCREDO NEVES (NOVA IGUACU-CD),Duplicada,081ERJ0080
388,ENTR RJ-103 (COELHO DA ROCHA) - ENTR RJ-105 (P/NOVA IGUAÇU),Duplicada,116BRJ1830
389,ENTR. RJ-085 (PARA XEREM) - DIVISA BELFORD ROXO/NOVA IGUACU,Pavimentada,105ERJ0090
390,FIM DO PAVIMENTO - ADRIANOPOLIS(CD),Implantada,113ERJ0020
391,ADRIANOPOLIS(CD) - FIM DO PAVIMENTO,Pavimentada,113ERJ0025
392,DIVISA  SAO JOAO DE MERITI/BELFORD ROXO (ENTR. RJ-103) - ENTR. RJ-105 (P/BR-040),Pavimentada,085ERJ0070
393,DIVISA BELFORD ROXO/DUQUE DE CAXIAS - ENTR. RJ-105 (P/BR-040),Pavimentada,101ERJ0090
394,ENTR. RJ-101 - DIVISA DUQUE DE CAXIAS/SAO JOAO DE MERITI,Duplicada,081ERJ0020
395,ENTR. RJ-103 - DIVISA DUQUE DE CAXIAS/BELFORD ROXO,Pavimentada,101ERJ0030
396,ENTR RJ-105 - ENTR RJ-103,Duplicada,040BRJ0970
397,ENTR. RJ-105 (P/BR-040) - ENTR. RJ-109,Planejada,101ERJ0110
398,ENTR. BR-116 - DIVISA  SAO JOAO DE MERITI/BELFORD ROXO (ENTR. RJ-103),Pavimentada,085ERJ0050
399,DIVISA RIO DE JANEIRO/SAO JOAO DE MERITI (ENTR. RJ-081) - ENTR. BR-116,Pavimentada,085ERJ0030
400,ACESSO PONTE PRESIDENTE COSTA E SILVA - ACESSO AVENIDA SÃO BOAVENTURA (NITERÓI),Pavimentada,101BRJ9040
401,ACESSO PONTE PRESIDENTE COSTA E SILVA - ACESSO AVENIDA JANSEN DE MELO,Pavimentada,101BRJ9060
402,AVENIDA SÃO BOAVENTURA (NITERÓI) - ACESSO PONTE PRESIDENTE COSTA E SILVA,Pavimentada,101BRJ9030
403,ENTR. RJ-100 ( BALDEADOR) - DIVISA NITEROI/SAO GONCALO,Duplicada,104ERJ0030
404,ACESSO A PARAIBA DO SUL,,AC404
405,WERNECK - ACESSO A PARAIBA DO SUL,Pavimentada,131ERJ0050
406,ENTR. BR-495 (P/TERESOPOLIS) - PETROPOLIS,Pavimentada,040BRJANT6
407,TREVO P/ PETRÓPOLIS (BONSUCESSO) - PONTE S/ RIO DA CIDADE,Duplicada,040BRJ0830
408,LIGAÇÃO BINGEN P/PETROPOLIS,,Lig408
409,LIGAÇÃO QUITANDINHA P/PETROPOLIS,,AC409
410,BINGEN (ENTR PISTA DIR) - ENTR RJ-117,Pavimentada,040BRJ9570
411,ENTR RJ-117 - ACESSO BINGEN (ENTR PISTA INVERSA),Duplicada,040BRJ0870
412,ENTR RJ-117 - PONTE S/ RIO DA CIDADE,Pavimentada,040BRJ9590
413,QUITANDINHA (PRF) - BINGEN (ENTR PISTA DIREITA),Pavimentada,040BRJ9550
414,,,Mun414
415,ENTR. AL-105 (CAMPO GRANDE) - LIMOEIRO DE ANADIA,Pavimentada,220EAL0110
416,ENTR. BR-101 (TEIXEIRA DE FREITAS) - ACESSO CACHOEIRA DO MATO,Pavimentada,290EBA0005A
417,ENTR P/PINHALZINHO - INCONFIDENTES,Pavimentada,295EMG0460
418,ENTR BR-356(B) (COIMBRA) - ENTR MG-447 (VISCONDE DO RIO BRANCO),Pavimentada,120BMG0330
419,PEÇANHA - ENTR MG-416 (PEÇANHA),Pavimentada,314EMG0225
420,POUSO ALEGRE - BORDA DA MATA,Pavimentada,290EMG0220
421,ENTR. BR-381 - ENTR. MG-335,Pavimentada,332EMG0200
422,ENTR. P/ ALTEROSA (DIVISA 24ª/15ª CRG) - ENTR. P/ AREADO,Pavimentada,184EMG0260
423,ENTR. P/ CONCEIÇÃO DA APARECIDA - ENTR. P/ ALTEROSA (DIVISA 24ª/15ª CRG),Pavimentada,184EMG0240
424,ACESSO RIO PARANAÍBA - ENTR MG-235(A) (GUARDA DOS FERREIROS),Pavimentada,354BMG0170
425,ACESSO SERRANIA - ENTR BR-146(A),Pavimentada,267BMG0393
426,ARAPUÁ - TIROS,Implantada,352BMG0250
427,CLARAVAL - ENTR. MG-438 (IBIRACI),Leito Natural,344EMG0210
428,CANABRAVA - CÓRREGO DO CACHORRO,Implantada,698LMG0020
429,SENADOR FIRMINO - DORES DO TURVO,Implantada,280EMG0300
430,JACUÍ - ENTR BR-491/MG-050 (SÃO SEBASTIÃO DO PARAÍSO),Pavimentada,265BMG0420
431,ACESSO SENADOR AMARAL,,AC431
432,ENTR. BR-354 - ENTR. MG-341,Leito Natural,176EMG0360
433,ERVÁLIA - ENTR BR-116/265 (MURIAÉ),Em obras de pavimentação,356BMG0200
434,GALENA - RIO DA PRATA,Implantada,726LMG0020
435,ENTR. RJ-106 (TRIBOBO) - VIADUTO DO ALCANTARA,Duplicada,104ERJ0050
436,DIVISA DUQUE DE CAXIAS/MAGE - DIVISA MAGE/PETROPOLIS,Pavimentada,107ERJ0030
437,ENTR. BR-116/493 - DIVISA DUQUE DE CAXIAS/MAGE,Pavimentada,107ERJ0010
438,ENTR RJ-112 - ENTR BR-493(A) (P/MAGÉ),Duplicada,116BRJ1650
439,ENTR BR-493(A) (P/MAGÉ) - ENTR RJ-107 (IMBARIÊ),Duplicada,116BRJ1670
440,ENTR. RJ-131 - ENTR. BR-393 (UBA),Leito Natural,125ERJ0290
441,ENTR. RJ-125 (TABOES) - DIVISA VASSOURAS/PARAIBA DO SUL,Leito Natural,131ERJ0010
442,ENTR. BR-040 (VALE DO BONSUCESSO) - VALE DAS VIDEIRAS,Pavimentada,117ERJ0010
443,ENTR. BR-492 (P/AREAL) - ENTR. BR-495 (P/TERESOPOLIS),Pavimentada,040BRJANT5
444,ENTR. RJ-117 (PATY DO ALFERES) - ENTR. RJ-123/BR-492 (AVELAR),Pavimentada,125ERJ0250
445,MARAVILHA (CD) - QUINDINS (CD),Implantada,117ERJ0070
446,DIVISA TRES RIOS/PARAIBA DO SUL - DIVISA PARAIBA DO SUL/RIO DAS FLORES,Pavimentada,151ERJ0030
447,ENTR. BR-393 (ANDRADE PINTO) - ABARRANCAMENTO (CD),Leito Natural,135ERJ0010
448,DIVISA VASSOURAS/PARAIBA DO SUL - WERNECK,Leito Natural,131ERJ0030
449,ITABIRINHA DE MANTENA - MENDES PIMENTEL,Implantada,417EMG0220
450,SÃO JOÃO BATISTA DO GLÓRIA - ENTR BR-265/MG-050 (PASSOS),Pavimentada,146BMG0170
451,PASSOS - ENTR. BR-265 (A) (PASSOS),Pavimentada,050EMG0425
452,ENTR. P/ GUAPÉ - ALPINÓPOLIS,Pavimentada,446EMG0220
453,ENTR. MG-050 (BARRAGEM DE FURNAS) - ENTR. P/ GUAPÉ,Pavimentada,446EMG0200
454,ENTR. P/ VARGEM BONITA - RIO SÃO FRANCISCO,Leito Natural,341EMG0260
455,RIO SÃO FRANCISCO - CAMPINOPOLIS,Leito Natural,341EMG0270
456,SÃO ROQUE DE MINAS - VARGEM BONITA,Leito Natural,146BMG0150
457,ENTR MG-230 (SERRA DO SALITRE) - ENTR MG-187,Em obras de pavimentação,146BMG0060
458,ENTR MG-187 - ENTR BR-262,Pavimentada,146BMG0070
459,RIO SÃO JOÃO - RIO MISERICÓRDIA,Pavimentada,187EMG0300
460,ENTR. P/CARMO DO PARANAIBA - ENTR. MGT-146 (P/SERRA DO SALITRE),Leito Natural,230EMG0280
461,ENTR BR-452 (ARAXÁ) - ENTR MG-341/428,Pavimentada,146BMG0110
462,ENTR BR-262 - ENTR BR-452 (ARAXÁ),Pavimentada,146BMG0090
463,ENTR MG-341/428 - FOSFÉRTIL,Pavimentada,146BMG0130
464,ENTR BR-492(B) (PONTE NOVA) - ENTR RJ-130,Pavimentada,116BRJ1570
465,ENTR. RJ-148 (SUMIDOURO-CD) - DIVISA SUMIDOURO/TERESOPOLIS,Leito Natural,156ERJ0010
466,VIADUTO DO EIXO RODOVIARIO (NOVA FRIBURGO-CD) - ENTR. RJ-150 (NOVA FRIBURGO-CD),Pavimentada,116ERJ0120
467,ENTR. RJ-148 (SUMIDOURO-CD) - DIVISA SUMIDOURO/SAPUCAIA,Leito Natural,154ERJ0010
468,ENTR BR-116 - ACESSO TERESÓPOLIS,Pavimentada,116BRJ9010
469,ENTR RJ-130 - ACESSO TERESÓPOLIS,Pavimentada,116BRJ1590
470,ENTR. BR-116 (PRATA) - ENTR. BR-492/RJT-134 (CAMPANHA),Pavimentada,130ERJ0030
471,ENTR RJ-156 (P/VOLTA DO PIÃO) - ENTR BR-492(A),Pavimentada,116BRJ1530
472,ENTR BR-492(A) - ENTR BR-492(B) (PONTE NOVA),Pavimentada,116BRJ1550
473,ENTR. RJ-152 (PARA DUAS BARRAS-CD) - DIVISA DUAS BARRAS/SUMIDOURO,Pavimentada,148ERJ0050
474,DIVISA DUAS BARRAS/SUMIDOURO - ENTR. RJ-156 (SUMIDOURO-CD PARA VOLTA DO PIAO),Pavimentada,148ERJ0070
475,ENTR. RJ-156 (SUMIDOURO-CD PARA VOLTA DO PIAO) - ENTR. RJ-154 (SUMIDOURO-CD) PARA N.S. APARECIDA),Pavimentada,148ERJ0090
476,ENTR. RJ-116 (CONSELHEIRO PAULINO) - DIVISA NOVA FRIBURGO/DUAS BARRAS,Pavimentada,148ERJ0010
477,ENTR. RJ-150 (NOVA FRIBURGO-CD) - ENTR. BR-492/RJ-130 (PARA TERESOPOLIS),Pavimentada,116ERJ0130
478,ENTR. RJ-148 (P/NOVA FRIBURGO) - ENTR. RJ-144 (DUAS BARRAS-CD),Leito Natural,152ERJ0010
479,ENTR. RJ-144 (DUAS BARRAS-CD) - COOPERATIVA DE LEITE DUAS BARRAS,Pavimentada,152ERJ0030
480,ENTR. RJ-152 (DUAS BARRAS-CD) - DUAS BARRAS (CD),Pavimentada,144ERJ0091
481,ENTR. A1/RJ-124 (ACESSO A ARARUAMA) - ENTR. RJ-136,Duplicada,124ERJ0050
482,DIVISA ARARUAMA/ARRAIAL DO CABO - INICIO DO PAVIMENTO (FIGUEIRA),Leito Natural,102ERJ0270
483,DIVISA. CARMO/CANTAGALO - ENTR. RJ-170 (SAO SEBASTIAO DO PARAIBA),Leito Natural,158ERJ0110
484,DIVISA CORDEIRO/CANTAGALO - FIM DO PAVIMENTO (FABRICA DE CIMENTO MAUA),Pavimentada,166ERJ0030
485,FIM DO PAVIMENTO (FABRICA DE CIMENTO MAUA) - ENTR. RJ-152 (EUCLIDELANDIA),Leito Natural,166ERJ0050
486,ENTR. RJ-116 - DIVISA MACUCO,Pavimentada,166ERJ0010
487,ENTR. RJ-116 - DIVISA CORDEIRO/CANTAGALO,Pavimentada,164ERJ0010
488,ENTR. RJ-116 (MACUCO-CD) - DIVISA MACUCO/SAO SEBASTIAO DO ALTO,Pavimentada,172ERJ0010
489,ENTR. BR-393/RJ-186 (PIRAPETINGA) - ENTR. RJ-218 (PARAOQUENA),Leito Natural,188ERJ0010
490,ENTR. BR-262 (B) (P/ ARAXÁ) - ENTR. MG-050,Pavimentada,431EMG0260
491,POVOADO DE CAPIVARI - ENTR. MG-252 (A) (P/ARAUJOS),Leito Natural,164EMG0570
492,PERDIGAO - ARAUJOS (DIVISA 20/3CRG),Pavimentada,252EMG0280
493,ESMERALDAS (DIVISA 3/1CRG) - RIO PARAOPEBA,Implantada,060EMG0050
494,LUZ - RIO BAMBUI,Implantada,176EMG0320
495,ENTR. MG-133 - ENTR. P/ FILGUEIRAS,Pavimentada,353EMG0300
496,ENTR. BR-262 - ENTR. P/FLORESTAL,Pavimentada,818LMG0020
497,ENTR. LMG-827 (P/ DORESÓPOLIS) - ENTR. MG-341 [ PIUMHÍ (A) ],Pavimentada,050EMG0340
498,IGUATAMA - ENTR MG-170 (ARCOS),Pavimentada,354BMG0290
499,ENTR. MG-050 - ITAPECERICA,Pavimentada,164EMG0710
500,ENTR MG-050 - ACESSO FORMIGA,Pavimentada,354BMG0330
501,ENTR. BR-354 - ENTR. P/ FORMIGA,Pavimentada,050EMG0220
502,ENTR. P/ PIMENTA - ENTR. LMG-827 (P/ DORESÓPOLIS),Pavimentada,050EMG0320
503,ENTR. LMG-830 (P/ CÓRREGO FUNDO) - ENTR. LMG-893 (P/ FURNASTUR),Pavimentada,050EMG0260
504,PAINS - ENTR. MG-170 (P/ PIMENTA),Pavimentada,439EMG0210
505,ENTR. P/SANTO HILARIO - ENTR. P/VOLTA GRANDE,Implantada,170EMG0360
506,ACESSO GUAPE - ENTR. MG-170,Implantada,900AMG2040
507,ENTR. P/ PIUMHÍ (B) - ENTR. P/ CAPITÓLIO (DIVISA 24ª/20ª CRG),Pavimentada,050EMG0360
508,ENTR. MG-341 [ PIUMHÍ (A) ] - ENTR. P/ PIUMHÍ (B),Pavimentada,050EMG0345
509,PIUMHÍ - ENTR. MG-050 (PIUMHÍ),Pavimentada,341EMG0290
510,ARAME - ENTR BR-383 (LAGOA DOURADA),Leito Natural,275EMG0340
511,ENTR. P/VOLTA GRANDE - ENTR. P/GUAPE,Implantada,170EMG0380
512,ENTR. LMG-893 (P/ FURNASTUR) - ENTR. P/ PAINS,Pavimentada,050EMG0280
513,PIMENTA - ENTR. P/SANTO HILARIO,Implantada,170EMG0340
514,ENTR. MG-050 (B) (PIMENTA) - PIMENTA,Pavimentada,170EMG0320
515,CUPARAQUE - DIVISA MG/ES,Leito Natural,422EMG0280
516,ENTR MG-176 (P/BAMBUÍ) - IGUATAMA,Pavimentada,354BMG0270
517,ACESSO DORESOPOLIS,,AC517
518,RIO BAMBUI - ENTR. BR-354,Implantada,176EMG0340
519,LAGOA DOS MARTINS - DORESOPOLIS,Leito Natural,824LMG0040
520,ENTR. MG-050 (P/PIUNHI) - LAGOA DOS MARTINS,Leito Natural,824LMG0025
521,ENTR. MG-010 - AEROPORTO DE CONFINS,Pavimentada,800LMG0050
522,ENTR. ES-334 (P/VILA VERDE) - ENTR. ES-341 (P/PANCAS),Pavimentada,164EES0080
523,ENTR. ES-320 (SAO JOSE) - ALTO RIO NOVO,Pavimentada,164EES0050
524,ALTO RIO NOVO - ENTR. ES-334 (P/VILA VERDE),Pavimentada,164EES0070
525,ENTR BR-262(B) - ENTR ES-388,Pavimentada,101BES2390
526,CARAPINA - ENTR ES-080 (TABAJARA),Pavimentada,101BES2330
527,ENTR. ES-388 (BARRA DO JUCU) - ENTR. ES-477 (PRAIA DO SOL),Pavimentada,060EES0090
528,ENTR. PONTE FLORENTINO AVIDOS - VIADUTO SOBRE A REDE FERROVIARIA FEDERAL,Duplicada,471EES0500A
529,ENTR. BR-262 (MARECHAL FLORIANO) - ENTR. ES-146 (P/ALFREDO CHAVES),Leito Natural,376EES0050
530,ENTR ES-146(B) (P/ALFREDO CHAVES) - ENTR ES-375(A) (P/PIÚMA),Pavimentada,101BES2450
531,ENTR. ES-478 (MEAIPE) - ENTR. ES-146 (ANCHIETA),Pavimentada,060EES0150
